seqname	start	end	gene_symbol
chr22	40502329	40503070	RPL7P52
chr22	40742504	40786467	ADSL
chr22	40742533	40806058	AL022238.4
chr22	40766595	40806293	SGSM3
chr22	40768668	40784294	AL022238.2
chr22	40806285	41032723	MRTFA
chr22	40811007	40811449	AL022238.3
chr22	40829140	40829645	AL022238.1
chr22	40917804	40922711	MRTFA-AS1
chr22	40924061	40924137	AL031594.1
chr22	40965290	40965899	COX6B1P3
chr22	40982704	40984007	RPL4P6
chr22	41069488	41070455	GAPDHP37
chr22	41074754	41078818	MCHR1
chr22	41165634	41215403	SLC25A17
chr22	41184781	41185271	Z98048.1
chr22	41194043	41194289	JTBP1
chr22	41209887	41209962	MIR4766
chr22	41220539	41252643	ST13
chr22	41253081	41328819	XPNPEP3
chr22	41255553	41258130	DNAJB7
chr22	41310883	41310986	snoU13
chr22	41313747	41313850	RNU6-379P
chr22	41347351	41369313	RBX1
chr22	41441501	41441595	Y_RNA
chr22	41456636	41456705	AL080243.1
chr22	41460056	41460637	AL080243.2
chr22	41461558	41461650	Y_RNA
chr22	41470184	41471243	AL080243.1
chr22	41488517	41488570	MIR1281
chr22	41488596	41576081	EP300
chr22	41564221	41564320	RNU6-375P
chr22	41565194	41579148	AL035658.1
chr22	41570595	41593460	EP300-AS1
chr22	41585731	41586192	LRRC37A14P
chr22	41601286	41627275	L3MBTL2
chr22	41603596	41624504	AL035681.1
chr22	41625514	41636935	CHADL
chr22	41641615	41682255	RANGAP1
chr22	41697529	41756151	ZC3H7B
chr22	41763337	41795330	TEF
chr22	41773181	41773287	RNU6-495P
chr22	41826938	41827379	AL008582.1
chr22	41829498	41842805	TOB2
chr22	41855721	41864696	PHF5A
chr22	41865121	41924993	ACO2
chr22	41921803	41940610	POLR3H
chr22	41947714	41956909	AL023553.1
chr22	41957014	41973745	CSDC2
chr22	41972904	41985875	PMM1
chr22	41994032	42017047	DESI1
chr22	42017123	42060052	XRCC6
chr22	42044093	42044194	Y_RNA
chr22	42069937	42086508	SNU13
chr22	42075715	42075821	RNU6-476P
chr22	42084881	42094140	C22orf46
chr22	42090191	42092048	Z83840.1
chr22	42095507	42195460	MEI1
chr22	42105229	42105493	HMGN2P10
chr22	42118047	42118135	RNU6ATAC22P
chr22	42143316	42143417	Y_RNA
chr22	42196683	42222303	CCDC134
chr22	42227219	42230669	SREBF2-AS1
chr22	42229083	42303311	SREBF2
chr22	42296948	42297016	MIR33A
chr22	42305558	42310671	SHISA8
chr22	42318027	42322822	TNFRSF13C
chr22	42319226	42319301	MIR378I
chr22	42334741	42343156	CENPM
chr22	42348178	42354937	LINC00634
chr22	42365479	42394225	SEPT3
chr22	42377308	42378221	Z99716.1
chr22	42394729	42454460	WBP2NL
chr22	42396450	42397995	SLC25A5P1
chr22	42454358	42466846	NAGA
chr22	42466953	42467492	Z99716.2
chr22	42470252	42475442	PHETA2
chr22	42472062	42472165	snoU13
chr22	42475695	42480288	SMDT1
chr22	42481529	42486959	NDUFA6
chr22	42485634	42486032	AL021878.2
chr22	42486935	42533751	NDUFA6-DT
chr22	42503769	42504957	OLA1P1
chr22	42522501	42526883	CYP2D6
chr22	42528550	42529005	AC254562.1
chr22	42532442	42535938	AC254562.2
chr22	42534069	42535737	AC254562.3
chr22	42536214	42545446	CYP2D7
chr22	42545877	42551007	CYP2D8P
chr22	42556019	42739622	TCF20
chr22	42665709	42675540	OGFRP1
chr22	42760396	42765290	LINC01315
chr22	42776416	42828401	NFAM1
chr22	42834029	42842201	AL022316.1
chr22	42896574	42908566	SERHL
chr22	42904350	42915802	RRP7A
chr22	42948194	42948279	Z93241.1
chr22	42949623	42970388	SERHL2
chr22	42951229	42978044	RRP7BP
chr22	42961054	42961336	RN7SKP80
chr22	42965153	42965256	RNU6-513P
chr22	42979727	43010968	POLDIP3
chr22	43011250	43011913	Z93241.1
chr22	43013846	43045398	CYB5R3
chr22	43035809	43036607	ATP5MGL
chr22	43088127	43117304	A4GALT
chr22	43158866	43158965	Y_RNA
chr22	43172412	43173302	RPL5P34
chr22	43180468	43183106	GOLGA2P4
chr22	43187820	43190319	AL049757.1
chr22	43192508	43254112	ARFGAP3
chr22	43231418	43411155	PACSIN2
chr22	43249409	43249805	AL049758.1
chr22	43434591	43448372	AL022476.1
chr22	43435522	43485425	TTLL1
chr22	43488173	43488530	AL022237.1
chr22	43506756	43525718	BIK
chr22	43528212	43539400	MCAT
chr22	43547553	43559248	TSPO
chr22	43562628	43583140	TTLL12
chr22	43593286	43739378	SCUBE1
chr22	43608680	43609667	Z82214.2
chr22	43628147	43635016	Z82214.1
chr22	43671961	43679836	Z99756.1
chr22	43796337	43805687	LINC01639
chr22	43807202	43903728	MPPED1
chr22	43903704	43909607	BX546033.1
chr22	43911987	43955943	EFCAB6-AS1
chr22	43924624	44208217	EFCAB6
chr22	44155079	44155790	Z97055.1
chr22	44198424	44198652	HMGN2P9
chr22	44208336	44213274	Z97055.2
chr22	44220389	44258393	SULT4A1
chr22	44275558	44287893	PNPLA5
chr22	44300476	44300561	Z97055.1
chr22	44319619	44360368	PNPLA3
chr22	44351322	44406411	SAMM50
chr22	44352907	44353228	AL035398.1
chr22	44395091	44568829	PARVB
chr22	44498659	44512112	AL033543.1
chr22	44535245	44549506	AL031595.3
chr22	44568836	44615413	PARVG
chr22	44578911	44583619	AL031595.1
chr22	44606322	44625392	AL031595.2
chr22	44639545	44708831	SHISAL1
chr22	44761431	44762164	Z85994.1
chr22	44809365	44810694	Z85994.2
chr22	44839207	44840668	LINC01656
chr22	44879375	44879597	MRPS18CP6
chr22	44882175	44882794	AL023973.1
chr22	44888463	44894113	RTL6
chr22	44962845	44964127	KRT18P23
chr22	44965175	44968333	LINC00207
chr22	45002819	45021299	LINC00229
chr22	45047715	45048259	ANP32BP2
chr22	45064427	45133561	PRR5
chr22	45098113	45258586	PRR5-ARHGAP8
chr22	45148438	45258668	ARHGAP8
chr22	45277042	45405886	PHF21B
chr22	45297427	45298351	Z83838.1
chr22	45396446	45399500	AL079301.1
chr22	45528901	45559662	NUP50-DT
chr22	45551420	45551892	Z82243.1
chr22	45559806	45583898	NUP50
chr22	45574871	45575191	AL008718.3
chr22	45586219	45636650	KIAA0930
chr22	45596835	45596900	MIR1249
chr22	45658154	45659466	AL008718.2
chr22	45671480	45671966	AL008718.1
chr22	45680830	45691755	UPK3A
chr22	45704849	45737836	FAM118A
chr22	45739944	45809500	SMC1B
chr22	45809572	45828376	RIBC2
chr22	45831744	45844624	AL021391.1
chr22	45898118	45997015	FBLN1
chr22	46000312	46001501	LINC01589
chr22	46020411	46020512	RNU6-1161P
chr22	46052899	46076010	Z95331.1
chr22	46067678	46241187	ATXN10
chr22	46156404	46156478	MIR4762
chr22	46188298	46189516	Z84478.1
chr22	46271812	46275127	BX324167.2
chr22	46271879	46287318	BX324167.1
chr22	46316246	46373042	WNT7B
chr22	46372758	46372834	CR536603.1
chr22	46402496	46406657	BX537318.2
chr22	46409486	46411378	BX537318.1
chr22	46435787	46440733	LINC00899
chr22	46445358	46450024	PRR34
chr22	46448973	46449440	AL121672.3
chr22	46449585	46453090	PRR34-AS1
chr22	46449749	46509808	MIRLET7BHG
chr22	46451620	46454040	AL121672.1
chr22	46463236	46465771	AL121672.2
chr22	46486924	46487006	MIR3619
chr22	46508629	46508702	MIRLET7A3
chr22	46509446	46509537	MIR4763
chr22	46509566	46509648	MIRLET7B
chr22	46546424	46639653	PPARA
chr22	46559202	46561246	FP325332.1
chr22	46639908	46646208	CDPF1
chr22	46651560	46659252	PKDREJ
chr22	46663858	46689905	TTC38
chr22	46691040	46692557	GTSE1-DT
chr22	46692767	46726707	GTSE1
chr22	46726772	46753237	TRMU
chr22	46756731	46933067	CELSR1
chr22	46877226	46877657	AL031597.1
chr22	46937392	46944093	AL021392.1
chr22	46971909	47075687	GRAMD4
chr22	47080307	47134149	CERK
chr22	47157791	47158460	AL118516.1
chr22	47158514	47571342	TBC1D22A
chr22	47243803	47243875	Z97351.1
chr22	47309988	47311938	TBC1D22A-AS1
chr22	47511734	47513113	FP325331.1
chr22	47655116	47656757	Z83836.1
chr22	47741319	47769291	Z82186.1
chr22	47857048	47882860	LINC01644
chr22	48007980	48027318	LINC00898
chr22	48026576	48418772	AL117329.1
chr22	48058308	48059352	AL117329.2
chr22	48312477	48322013	FP325330.3
chr22	48440527	48444366	FP325330.1
chr22	48448463	48454092	FP325330.2
chr22	48535278	48536818	BX284656.2
chr22	48537359	48539046	BX284656.1
chr22	48650715	48654928	AL008720.1
chr22	48670176	48670227	MIR3201
chr22	48799274	48811383	Z72006.1
chr22	48844702	48847029	Z82249.1
chr22	48869947	48885136	Z84468.2
chr22	48885272	49246724	TAFA5
chr22	48934712	48943199	Z84468.1
chr22	49176107	49176165	MIR4535
chr22	49210132	49210216	AL954742.1
chr22	49262582	49294198	LINC01310
chr22	49443296	49448361	AL078622.1
chr22	49562347	49583988	Z82202.2
chr22	49609837	49610173	RPL35P8
chr22	49660127	49662006	Z82202.1
chr22	49768827	49773011	AC207130.1
chr22	49808173	50051190	C22orf34
chr22	49894217	49895234	AL008636.1
chr22	49927711	49928575	AL031593.1
chr22	49937041	49937114	MIR3667
chr22	49942329	49950121	Z97192.1
chr22	49965912	49969074	Z97192.2
chr22	50006305	50009364	Z97192.3
chr22	50055960	50058616	Z97192.4
chr22	50111701	50118154	AL023802.1
chr22	50132325	50132651	RN7SKP252
chr22	50151275	50152628	RPL5P35
chr22	50166931	50221160	BRD1
chr22	50199100	50200856	Z98885.3
chr22	50210896	50211360	Z98885.1
chr22	50226097	50232549	Z98885.2
chr22	50239577	50239738	AL117328.1
chr22	50245073	50247012	AL117328.2
chr22	50247492	50283728	ZBED4
chr22	50293877	50312086	ALG12
chr22	50295876	50298224	AL671710.1
chr22	50311815	50321188	CRELD2
chr22	50326846	50327722	BX539320.1
chr22	50354416	50357720	PIM3
chr22	50432942	50451088	IL17REL
chr22	50453552	50495364	TTLL8
chr22	50497820	50524331	MLC1
chr22	50528308	50600119	MOV10L1
chr22	50531174	50534866	AL034546.1
chr22	50609160	50618723	PANX2
chr22	50624344	50638027	TRABD
chr22	50630153	50630831	AL022328.3
chr22	50637519	50639266	AL022328.4
chr22	50639408	50656045	SELENOO
chr22	50644014	50644491	AL022328.1
chr22	50646890	50647971	AL022328.2
chr22	50656118	50683452	TUBGCP6
chr22	50683612	50689834	HDAC10
chr22	50683879	50700145	MAPK12
chr22	50702142	50709196	MAPK11
chr22	50713408	50746075	PLXNB2
chr22	50747459	50765441	DENND6B
chr22	50753060	50754437	CR559946.1
chr22	50754464	50755454	CR559946.2
chr22	50781733	50883519	PPP6R2
chr22	50809639	50809923	RN7SL500P
chr22	50837249	50837349	Y_RNA
chr22	50883429	50913464	SBF1
chr22	50919972	50924869	ADM2
chr22	50925213	50929077	MIOX
chr22	50941378	50946131	LMF2
chr22	50946653	50963209	NCAPH2
chr22	50961997	50964890	SCO2
chr22	50962355	50963209	U62317.2
chr22	50964181	50968461	TYMP
chr22	50968139	50971009	ODF3B
chr22	50979537	50981440	U62317.4
chr22	50980734	50981335	U62317.1
chr22	50984632	50989452	KLHDC7B
chr22	50989541	51001348	SYCE3
chr22	51007290	51016894	CPT1B
chr22	51007298	51021394	CHKB-CPT1B
chr22	51017378	51039884	CHKB
chr22	51021455	51034063	CHKB-DT
chr22	51035581	51036028	U62317.3
chr22	51039222	51052409	MAPK8IP2
chr22	51061182	51066601	ARSA
chr22	51108232	51108329	Y_RNA
chr22	51111142	51112602	AC000050.1
chr22	51112843	51171726	SHANK3
chr22	51129688	51129791	RNU6-409P
chr22	51174253	51176567	AC000036.1
chr22	51176624	51183762	ACR
chr22	51179021	51181948	AC002056.2
chr22	51193103	51193862	AC002056.1
chr22	51195376	51239737	RPL23AP82
chr22	51205929	51222091	RABL2B
chrX	170410	171758	AL954722.1
chrX	192989	220023	PLCXD1
chrX	221196	230884	GTPBP6
chrX	281725	282586	LINC00685
chrX	294698	347690	PPP2R3B
chrX	347715	366314	AL732314.6
chrX	379892	382715	AL732314.4
chrX	425316	425416	AL732314.1
chrX	484510	484837	FABP5P13
chrX	505971	506087	KRT18P53
chrX	585079	620146	SHOX
chrX	950956	955100	AL672277.1
chrX	969238	970836	RPL14P5
chrX	1314894	1331643	CRLF2
chrX	1387693	1429274	CSF2RA
chrX	1410648	1410721	BX649553.3
chrX	1410987	1411060	BX649553.4
chrX	1412508	1412582	BX649553.2
chrX	1412811	1412885	MIR3690
chrX	1413025	1413099	BX649553.1
chrX	1419149	1419268	RNA5SP498
chrX	1437739	1438052	RN7SL355P
chrX	1455509	1501582	IL3RA
chrX	1505045	1511006	SLC25A6
chrX	1515320	1518295	LINC00106
chrX	1520662	1532921	ASMTL-AS1
chrX	1522032	1572655	ASMTL
chrX	1581474	1656078	P2RY8
chrX	1710497	1721413	AKAP17A
chrX	1733952	1761974	ASMT
chrX	1851477	1882105	AL683807.1
chrX	1886240	1887669	AL683807.2
chrX	2137557	2420846	DHRSX
chrX	2252336	2254451	DHRSX-IT1
chrX	2404455	2419017	ZBED1
chrX	2527389	2575270	CD99P1
chrX	2531029	2533388	LINC00102
chrX	2609228	2659350	CD99
chrX	2670089	2734541	XG
chrX	2729941	2730021	snoU13
chrX	2746863	2800861	GYG2
chrX	2770781	2771801	GYG2-AS1
chrX	2822013	2847390	ARSD
chrX	2822945	2824122	ARSD-AS1
chrX	2852673	2886351	ARSE
chrX	2924654	2951612	ARSH
chrX	2959512	3030767	ARSF
chrX	2976264	2976543	RN7SL578P
chrX	3030941	3031637	AC112653.1
chrX	3189585	3204179	LINC01546
chrX	3226606	3264693	MXRA5
chrX	3285190	3286423	ASS1P4
chrX	3450158	3450292	SNORA48
chrX	3490898	3491002	RNU6-114P
chrX	3522411	3631649	PRKX
chrX	3525299	3525406	RNU6-146P
chrX	3559484	3559596	Y_RNA
chrX	3577528	3586233	PRKX-AS1
chrX	3635190	3635641	AC007685.1
chrX	3735569	3855896	BX890604.2
chrX	3737965	3741939	BX842570.1
chrX	3871097	3871602	BX890604.1
chrX	4501463	4501541	AC108683.1
chrX	4545241	4551613	AC074035.1
chrX	4636834	4636955	AC074035.1
chrX	5086959	5087480	MTND6P12
chrX	5087553	5088686	MTCYBP12
chrX	5223755	5225169	AC112656.1
chrX	5328163	5328292	SNORA20
chrX	5571459	5644367	AC110995.1
chrX	5758678	6146908	NLGN4X
chrX	5979685	5979790	SNORA31
chrX	6301947	6302004	MIR4770
chrX	6340133	6340742	AC078991.1
chrX	6451659	6453159	VCX3A
chrX	6585906	7066231	PUDP
chrX	6907370	6907824	RPS27AP17
chrX	7031046	7031445	AC073583.1
chrX	7065278	7772399	STS
chrX	7065901	7065978	MIR4767
chrX	7407700	7409240	AC120338.1
chrX	7810303	7812184	VCX
chrX	7864555	7864763	AC005296.1
chrX	7866288	7895780	PNPLA4
chrX	7896484	8342427	AC079142.1
chrX	8095006	8095102	MIR651
chrX	8137985	8139308	VCX2
chrX	8432871	8434551	VCX3B
chrX	8455206	8472605	AC006062.1
chrX	8496915	8700178	ANOS1
chrX	8751555	8752502	DRAXINP1
chrX	8758836	8769424	FAM9A
chrX	8824706	8825100	AC003685.2
chrX	8831902	8835642	AC003685.1
chrX	8865683	8895194	AC074281.2
chrX	8948466	8950546	AC074281.1
chrX	8992273	9263722	FAM9B
chrX	9101869	9101987	RNA5SP499
chrX	9147426	9147647	BRK1P1
chrX	9217960	9243246	AC003684.1
chrX	9370791	9372842	AC073488.1
chrX	9372994	9373771	AC073488.7
chrX	9374065	9374818	AC073488.9
chrX	9374992	9375748	AC073488.8
chrX	9375901	9376678	AC073488.10
chrX	9376858	9377611	AC073488.5
chrX	9377788	9378541	AC073488.11
chrX	9378829	9379585	AC073488.4
chrX	9379741	9380518	AC073488.3
chrX	9380812	9381562	AC073488.2
chrX	9381856	9382609	AC073488.6
chrX	9431335	9709077	TBL1X
chrX	9693386	9754337	GPR143
chrX	9754469	9917483	SHROOM2
chrX	9786279	9787509	EIF5P1
chrX	9833133	9833583	HMGN1P33
chrX	9842641	9842741	Y_RNA
chrX	9935398	9936392	CLDN34
chrX	9983602	10112518	WWC3
chrX	9992882	10006694	WWC3-AS1
chrX	10029262	10029363	Y_RNA
chrX	10124985	10205700	CLCN4
chrX	10184638	10184739	AC003666.1
chrX	10210379	10333363	AC003666.1
chrX	10413350	10851773	MID1
chrX	10550857	10550959	RNU6-800P
chrX	10865697	11129340	AC073529.1
chrX	11129421	11141206	HCCS
chrX	11134212	11134313	Y_RNA
chrX	11135771	11684040	ARHGAP6
chrX	11239468	11243851	AC004467.1
chrX	11311533	11318881	AMELX
chrX	11336734	11336806	MIR548AX
chrX	11352353	11354021	AC002366.1
chrX	11686521	11775837	AC004554.2
chrX	11722243	11723710	AC004554.1
chrX	11776278	11793891	MSL3
chrX	11840542	12742642	FRMPD4
chrX	12072943	12073045	Y_RNA
chrX	12166437	12166520	AC002981.1
chrX	12167245	12167357	Y_RNA
chrX	12391286	12393252	FRMPD4-AS1
chrX	12413876	12414286	RPL17P49
chrX	12601534	12601645	AC119619.1
chrX	12632122	12632316	7SK
chrX	12809474	12842341	PRPS2
chrX	12843959	12844952	PSMA6P2
chrX	12862984	12863549	MRPL35P4
chrX	12885191	12908480	TLR7
chrX	12920936	12926452	TLR8-AS1
chrX	12924739	12941288	TLR8
chrX	12993229	12995346	TMSB4X
chrX	13053736	13062801	FAM9C
chrX	13111779	13112692	AC079171.1
chrX	13284167	13321571	LINC02154
chrX	13328771	13338052	AC004674.1
chrX	13336355	13338518	ATXN3L
chrX	13346056	13347986	AC004674.2
chrX	13352071	13421154	LINC01203
chrX	13396854	13397459	GPX1P1
chrX	13587720	13651694	EGFL6
chrX	13592865	13593185	RPL30P15
chrX	13614355	13614667	RN7SKP20
chrX	13671308	13700083	TCEANC
chrX	13707244	13728625	RAB9A
chrX	13730363	13752754	TRAPPC2
chrX	13752864	13787476	OFD1
chrX	13789058	13956757	GPM6B
chrX	13973512	13982023	AC003035.2
chrX	13998185	14006939	AC003035.1
chrX	14026398	14048012	GEMIN8
chrX	14093910	14094010	AC003035.1
chrX	14262504	14263050	AC002524.1
chrX	14547420	14749934	GLRA2
chrX	14783097	14783239	AC003658.1
chrX	14852598	14853441	NPM1P9
chrX	14854083	14891191	FANCB
chrX	14891543	14940449	MOSPD2
chrX	14996081	14996585	TPT1P14
chrX	15135559	15135890	AC112498.1
chrX	15253410	15288589	ASB9
chrX	15299819	15333778	ASB11
chrX	15337573	15353702	PIGA
chrX	15363718	15402535	VEGFD
chrX	15402921	15511687	PIR
chrX	15482369	15574652	BMX
chrX	15579156	15620271	ACE2
chrX	15579170	15693731	AC097625.2
chrX	15621004	15639607	AC097625.1
chrX	15645441	15693135	CLTRN
chrX	15664290	15664998	AC003669.1
chrX	15693055	15721847	CA5BP1
chrX	15706953	15806534	CA5B
chrX	15720725	15721366	AC112497.1
chrX	15734331	15734469	SNORA7
chrX	15803839	15805712	INE2
chrX	15808595	15841383	ZRSR2
chrX	15843929	15873054	AP1S2
chrX	15934312	15934426	RNU5F-7P
chrX	15935671	15936754	SETP15
chrX	16141679	16171144	GRPR
chrX	16171064	16188992	AC078993.1
chrX	16185604	16189587	MAGEB17
chrX	16216551	16217412	RPL6P30
chrX	16316513	16316597	AC078993.1
chrX	16393759	16393855	AC073597.1
chrX	16492465	16493463	AC073909.1
chrX	16557262	16557562	RN7SL658P
chrX	16606122	16731059	CTPS2
chrX	16645135	16645208	MIR548AM
chrX	16668281	16672793	S100G
chrX	16737735	16783463	SYAP1
chrX	16785967	16786028	RNU7-56P
chrX	16804555	16862642	TXLNG
chrX	16821356	16821476	RPL12P49
chrX	16857406	16888537	RBBP7
chrX	16893269	16893390	RNU4-6P
chrX	16915774	16916644	AL929302.1
chrX	16930338	16930440	Y_RNA
chrX	16964781	17171395	REPS2
chrX	17062503	17062634	SNORA16
chrX	17117905	17118362	CBX1P2
chrX	17300760	17301216	CBX1P4
chrX	17376053	17376156	snoU13
chrX	17393543	17754114	NHS
chrX	17444004	17444077	MIR4768
chrX	17546558	17605281	Z93022.1
chrX	17570470	17575508	NHS-AS1
chrX	17723459	17723811	Z93242.1
chrX	17755569	17773108	SCML1
chrX	17787125	17787518	Z93242.2
chrX	17818169	17879457	RAI2
chrX	17915831	17918453	Z93929.2
chrX	17951469	17952943	Z93929.1
chrX	17988317	18122764	LINC01456
chrX	18181051	18239003	BEND2
chrX	18257433	18372808	SCML2
chrX	18359336	18359466	TMSB10P2
chrX	18414114	18414215	Y_RNA
chrX	18443703	18671749	CDKL5
chrX	18553199	18554240	GJA6P
chrX	18658030	18690229	RS1
chrX	18694029	18846039	PPEF1
chrX	18706762	18709723	PPEF1-AS1
chrX	18856827	18857570	AL096700.1
chrX	18881682	18881826	AL096700.1
chrX	18883889	18884672	HAUS1P2
chrX	18908414	18913092	PHKA2-AS1
chrX	18910418	19002716	PHKA2
chrX	18933365	18933653	RN7SL48P
chrX	19002409	19078447	AL732509.1
chrX	19007425	19140755	ADGRG2
chrX	19362011	19379823	PDHA1
chrX	19378174	19533379	MAP3K15
chrX	19394892	19394993	Y_RNA
chrX	19514496	19515839	EIF5P2
chrX	19552095	19905718	SH3KBP1
chrX	19930978	19988416	BCLAF3
chrX	20003176	20003277	Y_RNA
chrX	20024831	20135025	MAP7D2
chrX	20035206	20035305	MIR23C
chrX	20142643	20159956	EIF1AX
chrX	20154184	20154253	snoU2-30
chrX	20154424	20154503	snoU2_19
chrX	20158086	20158562	EIF1AX-AS1
chrX	20168029	20285637	RPS6KA3
chrX	20329956	20335901	AL928596.1
chrX	20461444	20510467	AL807740.1
chrX	20470226	20470549	RN7SKP183
chrX	20787836	21392383	AL807742.1
chrX	21149614	21181844	BX088723.1
chrX	21232755	21232861	RNU6-133P
chrX	21390919	21672813	CNKSR2
chrX	21439940	21440412	RARRES2P3
chrX	21581190	21581281	AL928874.1
chrX	21672808	21676448	KLHL34
chrX	21724096	21776234	SMPX
chrX	21857735	21903541	MBTPS2
chrX	21859912	21860079	U73479.1
chrX	21874105	21876845	YY2
chrX	21890825	21890926	Y_RNA
chrX	21957579	21958278	U73023.1
chrX	21958827	22012955	SMS
chrX	22050443	22269427	PHEX
chrX	22072271	22072551	RN7SL436P
chrX	22180850	22191100	PHEX-AS1
chrX	22210012	23311263	PTCHD1-AS
chrX	22291060	22292578	CBLL2
chrX	22446249	22512830	AC092832.2
chrX	22453715	22454935	METTL15P3
chrX	22545952	22546058	RNU6-266P
chrX	22634861	22635260	AC092832.1
chrX	22655109	22655194	AC092832.1
chrX	22716574	22787083	AC004470.1
chrX	23018078	23021706	DDX53
chrX	23093875	23094884	FAM3C2
chrX	23138949	23139022	AC004673.1
chrX	23216456	23216807	PDCL2P1
chrX	23352966	23422491	PTCHD1
chrX	23369130	23369567	AC073910.1
chrX	23525328	23525430	snoU13
chrX	23682379	23704514	PRDX4
chrX	23719172	23784592	ACOT9
chrX	23774289	23774398	AC131011.1
chrX	23791109	23801073	AC131011.1
chrX	23800327	23800427	Y_RNA
chrX	23801290	23804343	SAT1
chrX	23851470	23926051	APOO
chrX	23854859	23855438	RPL9P7
chrX	23925918	23957626	CXorf58
chrX	24001837	24045303	KLHL15
chrX	24073063	24096927	EIF2S3
chrX	24151303	24151434	SNORA68
chrX	24164342	24167771	ZFX-AS1
chrX	24167290	24234372	ZFX
chrX	24304662	24304794	AC096509.1
chrX	24329024	24331432	SUPT20HL2
chrX	24366926	24367023	AC004552.1
chrX	24380878	24383495	SUPT20HL1
chrX	24447690	24448037	AC004552.1
chrX	24483338	24568583	PDK3
chrX	24531567	24531804	SNRPEP9
chrX	24535357	24535457	AC004656.1
chrX	24576204	24690794	PCYT1B
chrX	24650374	24650718	AC079168.1
chrX	24668190	24676354	PCYT1B-AS1
chrX	24700026	24700751	AC079168.2
chrX	24712036	25015103	POLA1
chrX	24716239	24716308	AC004655.1
chrX	24762558	24762687	SCARNA23
chrX	24806509	24807186	EEF1B2P3
chrX	25021811	25034537	ARX
chrX	25047662	25048352	AC002504.1
chrX	25078768	25079056	RN7SL91P
chrX	25212498	25213324	AC112778.1
chrX	25224487	25224577	AC112778.1
chrX	25609470	25609925	RPP40P1
chrX	25663839	25664444	AC097263.1
chrX	25896456	25911661	AC121342.1
chrX	26156460	26158852	MAGEB18
chrX	26165891	26166398	AC129850.1
chrX	26178718	26179941	MAGEB6B
chrX	26188169	26189030	AC005297.1
chrX	26210557	26213763	MAGEB6
chrX	26218159	26218764	AC005297.2
chrX	26234286	26236387	MAGEB5
chrX	26242020	26242775	AC005297.3
chrX	26363353	26364359	AC073614.1
chrX	26515053	26523720	AC079178.2
chrX	26575792	26576447	AC079178.1
chrX	26576454	26579169	VENTXP1
chrX	26675408	26675624	AC005345.1
chrX	26704143	26706072	RPL7P58
chrX	26766146	26767207	HMGA1P1
chrX	26808259	26808403	RNU1-142P
chrX	27061024	27194415	AC112493.1
chrX	27193037	27417123	AC107419.1
chrX	27236248	27236795	AC097262.1
chrX	27270236	27270352	Y_RNA
chrX	27445894	27446348	PTP4A1P5
chrX	27478328	27481458	PPP4R3C
chrX	27535888	27535998	AC006210.1
chrX	27536001	27537876	AC006210.2
chrX	27608499	27766938	DCAF8L2
chrX	27826107	27841131	MAGEB10
chrX	27830002	27831019	AC107613.1
chrX	27850292	27851321	AC112492.2
chrX	27865705	27866056	AC112492.4
chrX	27872440	27873470	AC112492.3
chrX	27882010	27882466	AC112492.5
chrX	27911465	27912176	AC112492.1
chrX	27996110	27999566	DCAF8L1
chrX	28395080	28395178	AC078988.1
chrX	28589649	28604512	AC112495.1
chrX	28605516	29974840	IL1RAPL1
chrX	28677182	28677586	AC002367.1
chrX	28942186	28942255	SNORD74
chrX	28960167	28960685	AC003659.1
chrX	29000969	29001087	RNA5SP500
chrX	29387118	29387962	AL031575.1
chrX	29592395	29592475	MIR4666B
chrX	30035277	30035998	PIGFP3
chrX	30227540	30228326	AC005185.1
chrX	30233680	30238206	MAGEB2
chrX	30248553	30255609	MAGEB3
chrX	30260169	30262310	MAGEB4
chrX	30261847	30270157	MAGEB1
chrX	30308164	30308468	PLCE1P1
chrX	30322323	30327715	NR0B1
chrX	30333202	30333295	AC005926.1
chrX	30576941	30595961	CXorf21
chrX	30635571	30635810	CKS1BP6
chrX	30648415	30648942	FTLP2
chrX	30671476	30749573	GK
chrX	30689752	30690283	GK-IT1
chrX	30716324	30740049	AC112496.1
chrX	30718115	30742291	GK-AS1
chrX	30839932	30841524	AC108359.1
chrX	30845559	30993201	TAB3
chrX	30852740	30853417	TAB3-AS1
chrX	30872438	30872824	TAB3-AS2
chrX	31089350	31090158	FTHL17
chrX	31115794	33357558	DMD
chrX	31366309	31366414	RNU6-894P
chrX	31429150	31431818	AC079177.1
chrX	32120182	32120293	RNA5SP501
chrX	32224019	32224855	NPM1P8
chrX	32601773	32601869	MIR3915
chrX	32659591	32659676	MIR548F5
chrX	32773057	32774517	DMD-AS3
chrX	32866024	32866122	snoU13
chrX	33059512	33059838	TBCAP1
chrX	33429061	33430290	AL050305.1
chrX	33737075	33744130	AL591378.1
chrX	33744454	34364644	AL591501.1
chrX	34147873	34150431	FAM47A
chrX	34165153	34165703	FTH1P14
chrX	34224842	34433654	AL592043.1
chrX	34405839	34406581	AL592043.2
chrX	34535037	34535475	AL592504.1
chrX	34645192	34675402	TMEM47
chrX	34735557	34736109	AL606662.1
chrX	34786444	34786805	AL596245.1
chrX	34960913	34963032	FAM47B
chrX	35074448	35074575	AL596268.1
chrX	35077044	35078091	AL596268.1
chrX	35612290	35612390	RNU6-1087P
chrX	35644259	35645181	SIAH1P1
chrX	35729028	35730059	AL161722.1
